title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
کوییک، اتوماتیک پلاس,1402,"5,000 km",اتوماتیک,7 لیتر در صد کیلومتر,سفید,مشکی,گلگیر تعویض,گلگیر سمت شاگرد تعویض شاسی مژ دارد,hatchback,1.5 لیتر,4 سیلندر M15,13.6 ثانیه,"405,000,000"
پژو، 207,1401,"43,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,ماشین از نظر فنی سالم  دارای چند خط و خش خیلی جزیی فروشنده واقعی  ماشین دست مصرف کننده بوده,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"650,000,000"
کیا، سراتو (مونتاژ),1397,"80,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,سفید,مشکی,صافکاری بدون رنگ,,passenger_car,2.0 لیتر,4 سیلندر,10.5 ثانیه,"1,650,000,000"
دنا، پلاس EF7,1399,"20,000 km",دنده ای,7.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"با سلام 
نونو بدو یک نقطه 
مدارک کامل 
صند دست اول 
اینه ها برقی رنگ مشکی 
دارای یک سال بیمه
نسبت به سالش عالی کار کرده 
شما بیا ماشین و ببین بدون این ماشین نمیری
با تشکر",passenger_car,1.7 لیتر,4 سیلندر EF7,13.5 ثانیه,"680,000,000"
لکسوس، RX,2010,"208,000 km",اتوماتیک,9.9 لیتر در صد کیلومتر,مشکی,کرم,چند لکه رنگ,دو برگ سند  کاپوت استوک بدون ضربه و ایراد سینی و شاسی .فول,suv,3.5 لیتر,6 سیلندر,7.6 ثانیه,"4,600,000,000"
پراید، صندوق دار,1389,کارکرده,دنده ای,,نوک مدادی,نوک مدادی,بدون رنگ,,passenger_car,,,,"180,000,000"
پراید، صندوق دار,1387,"300,000 km",دنده ای,,زیتونی,خاکستری,صافکاری بدون رنگ,"سلام ماشین  شاسی عقب و جلو سالم 
حتی شاسی جلو ترک یا جوش ندارد 
لاستیک جلو ۱۰۰درصد لاستیک عقب ۸۰درصد 
چراغ جلو زرد شده بود که یدفعه با سپر عوضش کردم 
فنی سالم 
ی ظبط و باند پایونیر هم هست که به عنوان شیرینی 
یا حق",passenger_car,,,,"158,000,000"
پیکان، وانت,1393,"151,000 km",دنده ای,9 لیتر در صد کیلومتر,سفید,مشکی,صافکاری بدون رنگ,"باسلام 
فقط اندازه ی کف دست پشت لاستیک سمت درب صافکاری داره مابقی بیرنگ و سلامت 
گیربکس سالم موتور سالم شاستی عقب پلمپ شاستی های جلو ترک دست اندازی داشته جوش دادیم
لاستیکا 90 درصد 
ظبط و باند تکمیل 
کابین ارتفاع 150 
تمیز و مرتب مناسب مصرف کننده 
من خودم مصرف کننده ام 
به علت نیاز مالی فروخته میشود 
پاسخگویی همه ساعات
تخفیف پای معامله",pickup,1.7 لیتر,4 سیلندر OHV2,12.7 ثانیه,"250,000,000"
شاهین، G دنده ای,1402,"21,000 km",دنده ای,7.2 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"ماشین در حد صفر  به شرط کارشناسی دارای گارانتی فعال تمام سرویس ها در نمایندگی مجاز انجام شده و از صفر دست خودم بوده شیشه دودی آمریکایی ، کفی سه بعدی برند بابل ، باله عقب سراتویی فول آپشن سری G، دارای امکانات زیر : esp , esc , hc , ( سیستم پایداری ) سانروف دار ، کی لس ، آینه برقی ، دارای استاندارد ۸۵ گانه و سنسور باد و دوربین عقب و... لازم به ذکر است که شاهین ۱۴۰۲ زیر برج ۷ امکانات ذکر شده ی فوق را نداشته و حدود ۴۰ میلیون با خودروی esp دار ، تفاوت قیمتی دارد.",passenger_car,1.5 لیتر,4 سیلندر توربوشارژ (M15T),13.2 ثانیه,"675,000,000"
پژو، 206,1384,"300,000 km",دنده ای,6.4 لیتر در صد کیلومتر,طوسی,مشکی,چند لکه رنگ,باسلام خودرو فوق چند لکه دور رنگ داره..‎ماشین بدون ‎نقص..‎ بدون آفتاب ‎سوختگی..زیروندی بی سر و صدا..ماشین همه خرج های اساسیش انجام شده.. بیمه بدنه هم دارد!! بیمه شخص ثالث یک سال!!,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"270,000,000"
نیسان، پاترول دو در,1377,"260,000 km",دنده ای,14 لیتر در صد کیلومتر,مشکی,مشکی,دور رنگ,فنی سالم ظاهری نیاز به بازسازی دارد پوسیدگی ندارد رینگ سافاری۲۰۱۶ باطری XS فن برقی موتور به تازگی نو شده و هیچ مشکلی ندارد,suv,2.4 لیتر,4 سیلندر Z24 کاربراتوری,16 ثانیه,"430,000,000"
برلیانس، H320,1395,"130,000 km",اتوماتیک,6.7 لیتر در صد کیلومتر,سفید,بژ,یک لکه رنگ,"بسیار تمیز بدون خط و خش فنی و سواری به شرط سند دسته اول 
آپشنها:
کروز کنترل و لیمیتر 
کنترل فرمان مالتی مدیا
ساعت و دماسنج فابریکی
کلیه سرویسها به موقع انجام شده",hatchback,1.5 لیتر,4 سیلندر (BM15L),14.5 ثانیه,"650,000,000"
پراید، 151,1400,"53,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"امکانات خودرو :
اتاق زمانی با کیفیت عالی
کفی فلزی ضخیم گالوانیزه
دارای صندوق داخل اتاق برای وسایل و زاپاس
درب عقب دارای شیشه و جکدار می باشد
قابلیت نصب قفل درب منزل و در بازکن برای درب عقب
فنرها تقویت شده
باربند
بیمه تا اردیبهشت سال اینده
دزدگیر
ضبط
پرژکتور مه شکن روی سپر
باطری همین ماه خریده شده
زه دور
۴ حلقه تایر نو
قفل در کاپوت
کفی سه بعدی
سویچ ریموت دار
روکش صندلی
رو داشبردی و رو فرمونی
چراغ داخل اتاق
توجه توجه
قیمت امکانات جداگانه محاسبه و به قیمت اضافه می شود",pickup,1.3 لیتر,4 سیلندر (M13),13.4 ثانیه,"300,000,000"
هایما، S7,1400,"526,000 km",اتوماتیک,8.6 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"وسیله شخصی 
ماشین بسیار خوب
سالم .بدون خطوط خش
.تمام بازدیدها و تعویض ها 
اهم از لنت و باطری و روغن در نمایندگی صورت گرفته.
معاوضه ندارم.
آماده تعویض پلاک",crossover,1.8 لیتر,4 سیلندر توربوشارژ,10.5 ثانیه,"1,360,000,000"
زوتی، آریو,1396,"185,000 km",دنده ای,6.5 لیتر در صد کیلومتر,سفید,خاکستری,بدون رنگ,"باسلام ماشین بسیار تمیز از 96 که از کمپانی گرفتم دست خودم بوده، بدون حتی یک نقطه رنگ ماشین بشدت تمیزه تمام قطعات زوتی و تویوتا ،کف ماشین و صندوق کاملا چرمه و کفپوش سه بعدی هم داره، ماشین بشدت تمیزه دست خودم بوده تمام قطعات مصرفی فقط تعویض شده و موتور باز نشده برای تعمیر اساسی، خلاصه این ماشین نگاهش به کل ماشینای ایرانی می ارزه.
هرکی خرید خیرشو ببینه و واقعا راضی هم خواهد بود",passenger_car,1.6 لیتر,4 سیلندر,11.5 ثانیه,"570,000,000"
بنز، کلاس E,2015,"58,000 km",اتوماتیک,6.1 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,✨اتو‌ گالری کاوسی✨ فول کامل ۹ رادار با هارمن سقف جیر مانیتور پشت سری داینامیک و ماساژور  ,passenger_car,2 لیتر,4 سیلندر توربوشارژ,7.4 ثانیه,"8,600,000,000"
لیفان، X60,1392,"130,000 km",دنده ای,8.2 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,سند دست اول  آماده تعویض پلاک,crossover,1.8 لیتر,4 سیلندر,13 ثانیه,"530,000,000"
سمند، LX,1387,"210,000 km",دنده ای,8.3 لیتر در صد کیلومتر,نقره ای,کرم,یک لکه رنگ,ماشین بسیار سالم هست از نظر فنی - یک لکه آبرنگ داره فقط - ماشین اصلا آفتاب سوختگی نداره تمیز - بشرط کارشناسی بدون تصادف و تعویض - مصرفی ها عوض شده خرجی نداره ۲۰ میلیون هزینه کردم - تمام لوازم و ادوات برقی سالم - سند کلا دو دست چرخیده - کولر ماشین روشن - داخل ماشین مثل روز اول هست تمیز و بدون ایراد ((( اتاق ماشین بدون کوچکترین پوسیدگی ))),passenger_car,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,"240,000,000"
تارا، اتوماتیک V2,1401,"47,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,نقره ای,مشکی,بدون رنگ,"با سلام؛ کیلس،سانروف،روکش صندلی، esp,tpms,daylight کنترل ایستایی در سربالایی، کروز کنترل،دوربین دنده عقب ،سنسور نور و باران. یه خط سمت شاگرد عقب داره فقط عکسش گذاشتم،  فروش=تعویض پلاک.  با احترام",passenger_car,1.6 لیتر,4 سیلندر TU5 پلاس,13 ثانیه,"806,000,000"
پژو، 405,1384,"280,000 km",دنده ای,9 لیتر در صد کیلومتر,مشکی,مشکی,کامل رنگ, تک برگ سند بدون تصادف فقط بخاطر آفتاب سوختگی رنگ شده بیمه یک سال تمام از اول دست خودم بوده با جلب نظر کارشناس لاستیک دو حلقه نو دو حلقه سی درصد,passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"265,000,000"
سمند، SE,1393,"90,000 km",دنده ای,8.7 لیتر در صد کیلومتر,گیلاسی,بژ,بدون رنگ,ماشین دو سال خوابیده  تک برگ سند,passenger_car,1.8 لیتر,4 سیلندر XU7,14.5 ثانیه,"330,000,000"
پژو، 206 SD,1395,"172,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,نوک مدادی,بدون رنگ,"باسلام ماشین سالم وقسمتی از گلگیر عقب رنگ می باشد.
بلوتوث دارد،
سنسوردنده عقب،
شیشه بالابرعقب وجلوبرقی ،
موتور TU5 کم مصرف ،
مصرفی هاسروقت تعویض شده،
دارای دزد گیر
زیر و بند تازه رسیدگی شده
باطری تازه عوض شده
بیمه ۳ ماه
لاستیک ها تازه عوض شده
سندآماده انتقال",passenger_car,1.6 لیتر,4 سیلندر TU5,11.4 ثانیه,"435,000,000"
جیلی، امگرند 7,2014,"140,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,مشکی,خاکستری,یک لکه رنگ,سانروف ۳ حالته برقی ۱۰ ایربگ اتو لایت تودوزی چرم مانیتور ۱۳ اینچ اندروید موتور آچار نخورده گیربوکس ۵۵ میلیون هزینه شده و نو شده با گرانتی و فاکتور لنت نو لاستیک ۸۰ دصد بیمه بدنه  شیشه دودی بدنه سرامیک  مصرفی ها به روز عوض شده  ماشین کاملا خانگی,passenger_car,1.8 لیتر,4 سیلندر,12.8 ثانیه,"763,000,000"
برلیانس، H330,1396,"114,000 km",اتوماتیک,6.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ," تمیز
لاستیک هانکوک ، سانروف ، کی لس ، سنسور و دوربین دنده عقب ، روکش صندلی ، شیشه دودی آمریکایی ، کف پوش سه بعدی ، ماشین کاملا سالم و فنی عالی 👍",passenger_car,1.5 لیتر,4 سیلندر (BM15L),14 ثانیه,"650,000,000"
پراید، 131,1391,"245,000 km",دنده ای,6.7 لیتر در صد کیلومتر,سفید,نوک مدادی,گلگیر رنگ,,passenger_car,1.3 لیتر,4 سیلندر یورو3,13.8 ثانیه,"175,000,000"
کوییک، دنده ای,1399,"33,000 km",دنده ای,7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"در حد صفر
باترى نو
زاپاس نو
شیشه دودى
سند دست اول
بغل در کمى لیسه گیرى",hatchback,1.5 لیتر,4 سیلندر M15 یورو4,13 ثانیه,"350,000,000"
پژو، 206,1384,"200,000 km",دنده ای,6.4 لیتر در صد کیلومتر,نقره ای,آبی,دو لکه رنگ,"آفتاب نخورده داشبرد اینا مثل اول.
سند دوبرگی.
لبه کاپوت سمت راننده رنگ شده، گلگیر راننده تعویض کردم بدلیل خط خوردگی. الباقی بی رنگ.
موتور و گیربکس پلمپ،تاحالا بازنشدن.
فقط صفحه و تسمه‌تایم عوض شده.
چراغ‌ ها فابریک خودش.
مدارک سویچ یدک..کامل.
((ماشین واقعا سلامت است))",hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"275,000,000"
جک، S5,1397,"104,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"کد اگهی : 43163
وضعیت بدنه : بدون خط و خش 
اپشن ها : 
سنسور جلو
سنسور عقب
سنسور باران
سنسور فشار باد تایر
توزیع نیرو ترمز
ترمز ضدقفل
ترمز با نیروی کمکی
ترمز پارک برقی
دی‌لایت
اتولایت
دکمه‌های کنترلی
حساس به سرعت
ایزوفیکس صندلی
خروجی 12 ولت
برای بازدید خودرو و کسب اطلاعات بیشتر لطفا از ساعت 10 صبح تا 9 شب تماس بگیرید.",crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,100,000,000"
دانگ فنگ، H30 کراس,1396,"165,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"تمام سرویس ها انجام شده
لاستیک نو
فنى درحد
",hatchback,1.6 لیتر,4 سیلندر TU5,12.5 ثانیه,"610,000,000"
فیدلیتی، پرایم,1402,"18,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,ماشین کاملا مشابه صفر ، رینگ ۱۰ پر، گارانتی فعال و تمامی سرویس ها به موقع در نمایندگی انجام شده، مدارک کامل,crossover,1.5 لیتر,4 سیلندر توربوشارژ (4T15C),11.9 ثانیه,"1,730,000,000"
رانا، پلاس,1401,"13,000 km",دنده ای,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ," سقف فلزی
 بدون صافکاری
سرویس های دوره ای به موقع انجام شده 
و گارانتی ماشین فعاله ، داخل کامل روکش چرم و روفرمونی و کفی سه بعدی داخل و صندوق عقب ، شیشه دودی ، بسیار کم کارکرد و سرحال",passenger_car,1.6 لیتر,4 سیلندر TU5 یورو5,12 ثانیه,"540,000,000"
جک، S5,1401,"43,000 km",اتوماتیک,,مشکی,مشکی,بدون رنگ,سرویس 40 هزارتا انجام شده گارانتی فعال بدون مشکل,crossover,1.5 لیتر,4 سیلندر توربوشارژ TGDi,,"1,390,000,000"
هیوندای، النترا,2015,"100,000 km",اتوماتیک,7.1 لیتر در صد کیلومتر,طلائی,مشکی,بدون رنگ,"خودرو بسیار تمیز می باشد 
بدون هیچ توضیحی
فنی درجه یک 
بدنه درجه یک 
شاسی جلو عقب پلمپ می باشد
فول : ۲ گرم ۲سرد
ماشین خونگی
تک برگ سند 
کیلومتر واقعی
برای اطلاعات بیشتر تماس بگیرید",passenger_car,1.8 لیتر,4 سیلندر,10.5 ثانیه,"1,850,000,000"
رنو، ساندرو استپ وی,1396,"2,200 km",اتوماتیک,8 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,تک برگ سند ماشین در حد صفر و خانگی و تاکنون در پارکینگ خوابیده بوده بدون خط و خش و سالم دارای مونیتور رنگی و سنسور و دوربین عقب و دزدگیر و روکش صندلی لاستیکها زاپنی بیمه ثالث و بدنه تاکنون بدون استفاده و با تخفیف,hatchback,1.6 لیتر,4 سیلندر,11.5 ثانیه,"1,350,000,000"
پژو، 206,1390,"260,000 km",دنده ای,6.4 لیتر در صد کیلومتر,مشکی,مشکی,دو لکه رنگ,ماشین لوازم مصرفی تعویض شده صفحه کلاج و تسمه تایم تعویضی شده,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"340,000,000"
رنو، ساندرو,1396,"180,000 km",اتوماتیک,8.3 لیتر در صد کیلومتر,مشکی,نوک مدادی,بدون رنگ,,hatchback,1.6 لیتر,4 سیلندر,11.5 ثانیه,"800,000,000"
پژو، 2008,1397,"60,000 km",اتوماتیک,6.7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"بی خط و خش به شرط کارشناسی
استفاده خانگی با وسواس
بیمه تا برج ۹
باتری نو
معاوضه ندارم",crossover,1.6 لیتر,4 سیلندر توربوشارژ EP6,8.2 ثانیه,"1,935,000,000"
سمند، X7,1388,"429,300 km",دنده ای,,سفید,قهوه ای,دو لکه رنگ,"سلام  موتور و گیربکس سالم 
سرسیلندر نو رادیاتور نو واتر پمپ نو 
تمامی هزینه های مصرفی و تعمیراتی انجام شده و سرویس شده
زیر پا سالم
ضبط و باند ، شیشه دودی
ضربه جزئی از عقب داشته سر شاسی عقب سمت شاگرد
کابین بی صدا
از صفر دست خودم بوده
با ضمانت تایید تعمیرکار شما
فنی کاملا تضمین",passenger_car,,,,"248,000,000"
کیا، سراتو (مونتاژ),1396,"43,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,سفید,مشکی,صافکاری بدون رنگ," کیلومتر واقعی
خودرو با حساسیت بالا در پارکینگ مسقف نگهداری شده
لطفا مصرف کننده واقعی تماس بگیرد",passenger_car,2.0 لیتر,4 سیلندر,10.5 ثانیه,"1,860,000,000"
تویوتا، هایلوکس دو کابین,2015,"70,000 km",اتوماتیک,,مشکی,قرمز,یک لکه رنگ,ماشین فوق العاده سالم فنی بشرط آفرود نرفته کارکرد واقعی دوربین ۳۶۰ درجه سنسور نقطه کور درب خاص صندوق,pickup,,,,"4,700,000,000"
کیا، سورنتو,2011,"160,000 km",اتوماتیک,10.3 لیتر در صد کیلومتر,مشکی,مشکی,دو لکه رنگ,خودرو زیر پا خودم بوده و برگ کارشناسی هم در عکس ها آپلود شده,crossover,3.5 لیتر,6 سیلندر,8.5 ثانیه,"2,100,000,000"
پورشه، کاین,2011,"150,000 km",اتوماتیک,10 لیتر در صد کیلومتر,خاکستری,موکا,چند لکه رنگ,فول ۴ کلید با سیستم صوتی بوز دوطرف مموری صندلی لوگو پشت سری،سقف پانا و… فنی به شرط تمامی سرویس ها انجام شده,suv,3.6 لیتر,6 سیلندر,7.8 ثانیه,"5,800,000,000"
رنو، مگان (مونتاژ),1391,"69,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ,"اتومبیل فوق کاملا سالم  میباشد 
خط افتادگی یا رنگ پریدگی ندارد 
از سال 92 دست خودم بوده و در نگهداری ان بسیار حساس بودم
سواری و راحتی مانند روز اول",passenger_car,2 لیتر,4 سیلندر,9.4 ثانیه,"1,500,000,000"
دنا، پلاس EF7,1402,"31,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"تمام مصرفی ها سر موقع تو نمایندگی تعویض شده با (فاکتور)
گارانتی فعال 
شیشه دودی UV آمریکایی
 با برگه کارشناسی 
اتومات ۶دنده توربو سانروف دار آینه و صندلی برقی
دوربین و سنسور دنده عقب کروز کنترل
قیمت با توجه به کارکرد و PDR بی رنگ گلگیر عقب کمتر نسبت به دنا های مشابه کمتر گذاشته شده
تخفیف جزئی پای معامله",passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10.5 ثانیه,"845,000,000"
پژو، 207,1402,"1,000 km",اتوماتیک,7.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,خودرو به رویت صفر  قیمت مناسب,hatchback,1.6 لیتر,4 سیلندر TU5P,12.6 ثانیه,"830,000,000"
دنا، پلاس EF7,1400,"50,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,گارانتی تا آخر سال ۱۴۰۳ فعال است.,passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10 ثانیه,"800,000,000"
کوییک، دنده ای R,1400,کارکرده,دنده ای,7 لیتر در صد کیلومتر,نقره ای,مشکی,بدون رنگ,"ماشین بسیار تمیز 
تمام مصرقی های ماشین تعویض و بشرط
جلو بندی کامل نو
۴حلقه لاستیک ۱۰۰ درصد
تسمه ها نو
کف پوش ۳دی
لنت جلو عقب ۱۰۰ درصد 
روغن ماشین تعویض در نمایندگی به تازگی 
ماشین به شرط تمام",hatchback,1.5 لیتر,4 سیلندر M15 یورو4,13 ثانیه,"339,000,000"
پژو، 206,1388,"163,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"✅ ماشین خانگی و کم کار و بسیار سلام و با خط و خش جزئی می باشد.
✅ دزدگیر مجیکار روی ماشین نصب شده.
✅ ماشین دربرابر دزدی به طور کامل مقاوم شده برای مثال درها دربرابر دزدی تجهیز شده و امکان باز شدن از بیرون وجود ندارد و امکان باز شدن درب صندوق از بیرون و بدون کلید وجود ندارد و روی قطعات داخلی و کاپوت قفل نصب شده
✅ تمامی اجزا و قطعات مصرفی به تازگی تعویض شده از جمله « لنت عقب و جلو، فیلتر هوا، فیلتر بنزین، فیلتر روغن، تسمه تایم، روغن و روغن گیربکس»
✅ گاز کولر تازه شارژ شده",hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"315,000,000"
دوو، سیلو,1382,"300,000 km",دنده ای,6.3 لیتر در صد کیلومتر,بژ,مشکی,چند لکه رنگ,ماشین حدود ۳،۴ سال خواب بوده ماشین زیرپا نبوده خودم به عنوان طلب گرفتمش از همون موقع استفاده نشده کمی نیاز به رسیدگی و خرج داره علت قیمت پایینی که گذاشته شده اینه,passenger_car,1.5 لیتر,4 سیلندر MPFI,12.5 ثانیه,"100,000,000"
پژو، 207,1401,"54,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,شیشه ها دودی است و لاستیک ها هم لاستیک پهن خارجی است .  همه سرویس ها انجام شده است ، روغن ،فیلترها و تسمه ها همه نو میباشد . اریزو گرفتم میخواهم بفروشم . ماشین کاملا سالم و راحت و بی دردسر میباشد .,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"680,000,000"
پژو، 405,1396,"250,000 km",دنده ای,,خاکستری,کرم,صافکاری بدون رنگ,"سند دست اول
باتری نو
لاستیک جلو نو
دزدگیر تصویری
مصرفی ها کاملا ماه گذشته تعویض شده
جلو بندی چند ماه گذشته کاملا تعویض شده
بیمه ۹ ماه
معاینه فنی و تست سلامت کپسول ماه گذشته انجام شده و کپسول ۶ سال تمدید شده",passenger_car,,,,"380,000,000"
رنو، مگان (مونتاژ),1391,"55,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سبز,کرم,بدون رنگ," فرانسوی 
بدون ساییدگی بدنه یا داخل سالن خودرو
تمامی قطعات مصرفی تعویض شده از جمله لاستیک ها 
موتور گیربکس پلمپ",passenger_car,2 لیتر,4 سیلندر,9.4 ثانیه,"1,420,000,000"
جیلی، امگرند 7,2013,"200,000 km",دنده ای,7.2 لیتر در صد کیلومتر,موکا,مشکی,دو لکه رنگ,ماشین کاملا درحدنو بدون هیچ مشکل فنی دولکه رنگ بخاطر مالیدگی بدون تصادف همه مصرفیا تعویض شدن قیمت هم مناسب مصرف کننده و کاسب,passenger_car,1.8 لیتر,4 سیلندر,12 ثانیه,"398,000,000"
چانگان، CS 35 (مونتاژ),1397,"15,500 km",اتوماتیک,7.2 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, کارکرد واقعی ، بدون  خط و خش و...به شرط کارشناسی,crossover,1.6 لیتر,4 سیلندر,15 ثانیه,"1,050,000,000"
پژو، پارس,1401,"60,000 km",دنده ای,7 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ," فنی سالم به شرط
موتور تقویت شده",passenger_car,1.8 لیتر,4 سیلندر XU7 پلاس,12 ثانیه,"580,000,000"
کیا، اپتیما,2014,"113,000 km",اتوماتیک,8.1 لیتر در صد کیلومتر,سفید صدفی,خاکستری,صافکاری بدون رنگ,"تک برگ سند از صفر زیر پای خودم بوده
همه توضیحات به شرط هست
به جز فرمان D بقیه آپشن ها را داره
بدون تصادف و رنگ
درب عقب سمت شاگرد در اثر ضربه ماشین کناری تو پارکینگ قر شده بود که صافکاری بدون رنگ انجام شده
تمام مصرفی ها جدیدا تعویض شده
۴ تا لاستیک نو هانکوک
شمع
فیلتر بنزین
باطری
روغن گیربکس
همگی به تازگی تعویض شده
از ابتدا هر پنج هزار کیلومتر یا شش ماه ( به علت کارکرد کم ماهیانه) سرویس ها انجام شده است",passenger_car,2.4 لیتر,4 سیلندر MPI,10 ثانیه,"2,900,000,000"
پژو، پارس,1383,"270,000 km",دنده ای,9.1 لیتر در صد کیلومتر,نقرآبی,مشکی,کامل رنگ,ماشین تمیز خونگی موتورگریبگس زیروبند به شرط باطری نوه رینگ اسپرت سیستم داره قیمت سیستم ۱۵تومن,passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"200,000,000"
دنا، پلاس EF7,1398,"10,000 km",دنده ای,7.9 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,موتور EF7 سانروف دار کم کار ( به شرط دیاگ ) فوق العاده تمیز -بدون خط و ( ماشین سوم بوده ) رخ در حد 1403 روکش صندلی بیمه کامل ((فقط)) مصرف کننده,passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10 ثانیه,"780,000,000"
رنو، کولیوس,2017,"73,000 km",اتوماتیک,8.3 لیتر در صد کیلومتر,نوک مدادی,مشکی,بدون رنگ, بدون خط و خش. کارکرد واقعی,crossover,2.5 لیتر,4 سیلندر,9.8 ثانیه,"3,600,000,000"
پژو، 207,1402,"21,000 km",دنده ای,6.3 لیتر در صد کیلومتر,سفید,خاکستری,بدون رنگ,"سرویس به موقع انجام شده
روغن ماشین هم تازه عوض شده
گارانتی فعال.
از روز اول داخل پارکینگ مسقف بوده
تخفیف پای معامله
ماشین افته قیمتشم کرده مناسب مصرف کننده
فروش فوری_ تخفیف پای معامله",hatchback,1.4 لیتر,4 سیلندر TU3,11.6 ثانیه,"587,000,000"
تیبا، صندوق دار,1395,"108,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,خاکستری,کاپوت تعویض,"روکش صندلی نو 
امکان تخفیف جزئی",passenger_car,1.5 لیتر,4 سیلندر M15,13 ثانیه,"245,000,000"
ساینا، S,1401,"5,500 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"تحویل فروردین 1402
کم کارکرد در حد صفر
بیمه بدنه تا فروردین سال بعد
معاوضه فقط با جک j4 مدل 1401تا 1403",passenger_car,1.5 لیتر,4 سیلندر M15,12.8 ثانیه,"400,000,000"
هیوندای، ولستر,2014,"110,000 km",اتوماتیک,7.5 لیتر در صد کیلومتر,مسی,مشکی,بدون رنگ,بسیار تمیز ،استثنائی،کم کارد، قیمت مقطوع,coupe,1.6 لیتر,4 سیلندر MPI,11.5 ثانیه,"1,620,000,000"
هیوندای، سوناتا,2009,"273,000 km",اتوماتیک,8.7 لیتر در صد کیلومتر,سفید,مشکی,چند لکه رنگ,فول ترین حالت صندلی ها چرم و برقی.سانروف.پرده عقب.گرم کن صندلی.فول ایربگ. از دور رنگ دو درب سمت راننده رنگ نشده است. شاسی عقب در حد بسیار جزئی خوردگی دارد. فنی موتوری بسیاار سالم و موتور تعمیر اساسی شده  مصرفی ها و لنت ها به تازگی تعویض شده مقداری از عقب سقف آسیب دیدگی ,passenger_car,2.4 لیتر,4 سیلندر MPI,9 ثانیه,"980,000,000"
هیوندای، سانتافه,2016,"100,000 km",اتوماتیک,8.5 لیتر در صد کیلومتر,سفید صدفی,قهوه ای,بدون رنگ, فول آسان موتور Gdi 2016 بدون  خط وخش فروش یا معاوضه با خودرو مصرف کننده,crossover,2.4 لیتر,4 سیلندر GDi: سفارشی,11.6 ثانیه,"3,590,000,000"
